55418.9	60355.6	2186.3
57050.2	60215.4	2169.9
58054.5	57832.6	2161.7
59635.8	57728.8	2186.1
55613.5	62398.3	2197.6
53157.4	63149.1	2184.6
54464.6	61574.5	2176.7
57740.2	55545.9	2194.4
57923.1	57074.4	2168.2
57795.7	57449.2	2164.1
58525.3	57745.0	2163.9
57932.0	58263.3	2159.6
58190.7	58530.6	2164.7
57245.6	58658.2	2178.9
57523.1	59048.2	2169.6
57777.7	59453.6	2159.1
56974.7	59538.5	2179.3
57205.7	59725.3	2178.1
59236.2	57346.8	2171.1
56660.2	60281.2	2173.1
58874.2	58921.8	2168.8
58636.8	57377.6	2164.0
58205.1	57390.0	2165.3
58790.9	58159.8	2166.0
58302.8	58204.3	2167.1
58435.8	58929.8	2163.2
58651.6	59310.0	2166.5
58191.1	59396.9	2157.2
58209.8	59790.3	2158.1
57773.5	59812.5	2157.1
57977.1	59017.7	2157.9
57717.4	58607.6	2156.8
57369.0	59311.6	2179.0
56811.0	59892.2	2176.3
57463.2	58276.2	2164.9
57623.8	57876.8	2165.4
57542.6	60342.2	2159.4
56982.0	60615.8	2157.7
56249.1	60126.7	2179.7
57164.6	58343.4	2174.9
57278.1	57511.0	2173.1
58171.5	60239.0	2164.0
56508.3	60757.6	2168.4
