55418.9	60355.6	2202.6
57050.2	60215.4	2190.9
58054.5	57832.6	2182.3
59635.8	57728.8	2202.7
55613.5	62398.3	2221.4
53157.4	63149.1	2202.0
54464.6	61574.5	2195.6
57740.2	55545.9	2216.3
57923.1	57074.4	2191.1
57795.7	57449.2	2188.9
58525.3	57745.0	2191.0
57932.0	58263.3	2180.3
58190.7	58530.6	2186.1
57245.6	58658.2	2200.5
57523.1	59048.2	2190.6
57777.7	59453.6	2181.1
56974.7	59538.5	2201.2
57205.7	59725.3	2200.1
59236.2	57346.8	2195.6
56660.2	60281.2	2196.2
58874.2	58921.8	2189.8
58636.8	57377.6	2190.1
58205.1	57390.0	2187.3
58790.9	58159.8	2187.9
58302.8	58204.3	2192.1
58435.8	58929.8	2188.2
58651.6	59310.0	2185.7
58191.1	59396.9	2180.7
58209.8	59790.3	2180.9
57773.5	59812.5	2178.4
57977.1	59017.7	2182.0
57717.4	58607.6	2179.4
57369.0	59311.6	2196.5
56811.0	59892.2	2199.2
57463.2	58276.2	2185.2
57623.8	57876.8	2186.5
57542.6	60342.2	2180.9
56982.0	60615.8	2177.1
56249.1	60126.7	2200.7
57164.6	58343.4	2192.5
57278.1	57511.0	2195.4
58171.5	60239.0	2183.9
56508.3	60757.6	2190.4

