-2846.000000 	 39278.000000 	 1659.970000 	 
-460.000000 	 29860.000000 	 1684.230000 	 
-4.000000 	 45639.000000 	 1692.090000 	 
237.000000 	 39987.000000 	 1667.650000 	 
450.100000 	 9525.300000 	 1672.100000 	 
629.000000 	 27923.000000 	 1689.540000 	 
1587.900000 	 13743.900000 	 1675.930000 	 
2262.000000 	 22737.900000 	 1694.040000 	 
2263.600000 	 9719.300000 	 1679.900000 	 
2540.000000 	 8640.000000 	 1684.910000 	 
2663.400000 	 14081.600000 	 1681.800000 	 
2744.200000 	 11056.100000 	 1674.300000 	 
2906.000000 	 23684.000000 	 1698.590000 	 
3065.400000 	 7491.800000 	 1679.300000 	 
3067.100000 	 8205.300000 	 1683.680000 	 
3316.800000 	 7862.200000 	 1674.300000 	 
3601.000000 	 12396.700000 	 1671.900000 	 
4031.000000 	 21415.000000 	 1692.900000 	 
4218.600000 	 28364.100000 	 1665.860000 	 
4290.600000 	 27982.800000 	 1663.780000 	 
4329.600000 	 29669.600000 	 1668.870000 	 
4331.200000 	 11137.600000 	 1674.200000 	 
4403.700000 	 31304.600000 	 1669.310000 	 
4404.200000 	 30400.300000 	 1671.340000 	 
4473.200000 	 28741.500000 	 1655.100000 	 
4524.100000 	 30129.100000 	 1671.820000 	 
4567.800000 	 27164.600000 	 1663.780000 	 
4655.800000 	 29529.900000 	 1665.220000 	 
4673.900000 	 26700.600000 	 1659.740000 	 
4707.600000 	 17583.800000 	 1687.880000 	 
4733.100000 	 11607.800000 	 1671.830000 	 
4751.400000 	 27984.600000 	 1663.600000 	 
4778.200000 	 27408.100000 	 1663.040000 	 
4781.900000 	 11398.800000 	 1668.810000 	 
4809.700000 	 26229.900000 	 1669.170000 	 
4911.500000 	 29126.000000 	 1666.760000 	 
4944.800000 	 28891.900000 	 1660.350000 	 
4954.000000 	 27071.100000 	 1662.170000 	 
4963.900000 	 11280.800000 	 1666.700000 	 
4963.900000 	 12036.200000 	 1676.200000 	 
4969.700000 	 10606.500000 	 1671.390000 	 
4972.000000 	 40725.000000 	 1691.020000 	 
4988.100000 	 25764.600000 	 1662.950000 	 
5003.500000 	 30829.500000 	 1674.840000 	 
5041.800000 	 28084.400000 	 1657.860000 	 
5047.300000 	 29589.800000 	 1666.790000 	 
5052.200000 	 29553.800000 	 1666.900000 	 
5091.900000 	 11705.300000 	 1671.060000 	 
5092.800000 	 30099.700000 	 1668.700000 	 
5131.500000 	 28245.700000 	 1664.420000 	 
5146.400000 	 26725.200000 	 1662.300000 	 
5164.300000 	 26548.400000 	 1660.700000 	 
5177.100000 	 31826.600000 	 1667.300000 	 
5184.200000 	 7718.100000 	 1677.300000 	 
5185.500000 	 10664.800000 	 1662.770000 	 
5223.100000 	 30176.300000 	 1661.130000 	 
5224.000000 	 28506.700000 	 1657.010000 	 
5240.500000 	 11605.500000 	 1667.290000 	 
5261.100000 	 11005.800000 	 1667.990000 	 
5279.100000 	 29058.400000 	 1662.140000 	 
5326.800000 	 11852.200000 	 1672.630000 	 
5336.100000 	 26284.200000 	 1662.700000 	 
5368.100000 	 11201.200000 	 1662.730000 	 
5379.400000 	 10243.800000 	 1663.980000 	 
5384.900000 	 11405.000000 	 1665.900000 	 
5394.800000 	 29547.500000 	 1662.560000 	 
5453.200000 	 29162.200000 	 1659.320000 	 
5493.000000 	 10828.900000 	 1664.860000 	 
5493.900000 	 29707.100000 	 1667.960000 	 
5495.200000 	 30337.200000 	 1658.340000 	 
5496.700000 	 25285.600000 	 1674.740000 	 
5523.600000 	 27905.900000 	 1662.280000 	 
5541.100000 	 11386.100000 	 1666.420000 	 
5542.800000 	 26917.000000 	 1661.340000 	 
5546.000000 	 11684.200000 	 1666.190000 	 
5549.600000 	 21899.100000 	 1689.750000 	 
5573.200000 	 31029.700000 	 1665.570000 	 
5585.300000 	 27754.600000 	 1655.670000 	 
5588.900000 	 11753.500000 	 1671.900000 	 
5596.200000 	 28212.000000 	 1654.230000 	 
5610.300000 	 28130.300000 	 1653.970000 	 
5633.600000 	 26497.600000 	 1663.380000 	 
5636.400000 	 11123.100000 	 1664.100000 	 
5647.300000 	 29500.400000 	 1656.810000 	 
5659.700000 	 11057.700000 	 1670.530000 	 
5668.600000 	 12102.700000 	 1678.340000 	 
5677.000000 	 37763.000000 	 1673.930000 	 
5684.700000 	 30699.300000 	 1664.210000 	 
5698.700000 	 10792.900000 	 1663.610000 	 
5747.400000 	 31269.800000 	 1663.950000 	 
5796.900000 	 26152.700000 	 1667.450000 	 
5807.100000 	 29044.400000 	 1660.100000 	 
5808.200000 	 25862.900000 	 1663.140000 	 
5815.300000 	 26686.400000 	 1655.850000 	 
5823.000000 	 30930.400000 	 1670.500000 	 
5872.000000 	 32315.300000 	 1663.580000 	 
5900.400000 	 11223.800000 	 1666.780000 	 
5958.000000 	 30192.700000 	 1662.240000 	 
5958.900000 	 11483.400000 	 1671.600000 	 
5973.400000 	 11100.700000 	 1664.060000 	 
5977.300000 	 26413.100000 	 1661.230000 	 
6002.500000 	 29055.400000 	 1657.320000 	 
6020.100000 	 11613.300000 	 1663.380000 	 
6023.200000 	 19569.200000 	 1685.960000 	 
6028.400000 	 32720.300000 	 1673.600000 	 
6051.800000 	 28940.900000 	 1654.100000 	 
6057.000000 	 10802.100000 	 1666.410000 	 
6078.200000 	 29486.300000 	 1663.810000 	 
6087.600000 	 11289.700000 	 1663.990000 	 
6116.100000 	 28645.700000 	 1656.020000 	 
6118.300000 	 24733.900000 	 1667.260000 	 
6158.200000 	 7464.100000 	 1677.160000 	 
6174.200000 	 18177.600000 	 1679.860000 	 
