01.01.01	    209	59752.26	33927.71	0.000402742
01.01.01	    221	58102.22	33606.19	0.000497368
01.01.01	    222	58439.32	33881.55	0.000411756
01.01.01	    223	58847.54	34310.56	0.000253266
01.01.01	    224	59225.98	34569.11	0.000235197
01.01.01	    228	57981.64	34091.86	0.000370795
01.01.01	    229	58399.38	34438.29	0.000162803
01.01.01	    230	58816.86	34770.52	3.61861E-05
01.01.01	    235	57944.57	34595.58	0.000203476
01.01.01	    242	57440.75	34839.28	0.000221563
01.01.01	    243	57847.97	35093.23	9.49432E-05
01.01.01	    244	58622.73	35706.02	0.000275881
01.01.01	    248	57015.46	35010.11	0.000226113
01.01.01	    249	57412.61	35274.17	0.000492924
01.01.01	    250	57774.18	35604.33	0.000248826
01.01.01	    251	58183.07	35889.54	3.61824E-05
01.01.01	    252	58564.71	36202.90	9.49505E-05
01.01.01	    256	56903.36	35491.68	0.000190025
01.01.01	    257	57283.45	35746.40	0.000164734
01.01.01	    258	57680.96	36118.41	7.40978E-05
01.01.01	    259	58082.30	36263.17	9.9529E-05
01.01.01	   138ê	59169.86	34088.95	6.79323E-05
