8934.5	25769.6	0.268	
9158.0	25552.9	0.264	
8769.1	27163.2	0.266	
9156.2	26557.9	0.273	
8788.1	29192.5	0.258	
9108.4	28876.9	0.270	
9398.9	28417.3	0.270	
9735.9	28087.4	0.249	
10051.6	27639.2	0.244	
10405.1	27249.8	0.245	
10689.2	26872.7	0.232	
10878.9	26654.5	0.261	
11582.5	25780.2	0.262	
11900.1	25371.4	0.222	
10548.0	29029.5	0.251	
10944.3	28323.6	0.271	
11447.4	27681.6	0.259	
11916.2	27065.6	0.266	
12937.0	25857.7	0.249	
13478.5	25288.4	0.229	
10836.7	29892.0	0.265	
9845.3	25324.3	0.262	
10436.3	25518.8	0.268	
10844.7	25644.5	0.231	
10882.4	25259.2	0.269	
13632.7	26443.3	0.252	
13107.1	27012.0	0.271	
12613.9	27646.6	0.274	
10652.0	28460.3	0.266	
